Rank,Name,Background,BackgroundWeight,Body,BodyWeight,Ear,EarWeight,Eye,EyeWeight,Eyes,EyesWeight,Head,HeadWeight,Mouth,MouthWeight,Skin,SkinWeight,TraitCount,Weighting
4338,Pendulum #04217,Cozmo Forrest,30.5426829,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,,2.4699211,Holodrape Black,192.6538462,Black,44.3274336,4,290.7175216
4339,Pendulum #03180,Cozmo Pearl,41.7416667,Aether Green,151.7878788,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Highborn Glitch,75.8939394,4,290.4899648
4340,Pendulum #01879,Aqua,10.772043,Astronomer Orange,106.5744681,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Grunt Moon,147.3235294,4,290.43081490000003
4341,Pendulum #02921,Cozmo Red,43.9385965,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,Assassin Pink,125.225,Seer,94.509434,4,290.2907393
4342,Pendulum #01240,Cozmo Yellow,28.6228571,,2.33411,,2.2573231,Green,9.7641326,,2.1778261,Holodrape Teal,156.53125,,2.1921225,Grunt Blue,79.5079365,4,290.28700690000005
4343,Pendulum #04994,Gradient Pearl,31.30625,,2.33411,Trinity Glitch,128.4358974,Teal,18.9734848,,2.1778261,,2.4699211,,2.1921225,Oracle Black,94.509434,4,289.2984949
4344,Pendulum #01740,Red,17.0955631,,2.33411,War Green,200.36,White,9.1072727,,2.1778261,,2.4699211,,2.1921225,Skeleton Glitch,46.3796296,4,289.0158941
4345,Pendulum #02750,Cozmo Red,43.9385965,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,Bandit Teal,178.8928571,Black,44.3274336,4,288.3673546
4346,Pendulum #03993,Yellow,29.2923977,,2.33411,,2.2573231,Yellow,14.4768786,,2.1778261,Aether Glitch,192.6538462,,2.1921225,Grunt Glitch,35.7785714,4,288.0625246
4347,Pendulum #05006,Green,17.3321799,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Highborn White,238.5238095,3,287.78437169999995
4348,Pendulum #00147,White,41.057377,Phoenix Orange,161.5806452,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Feather Black,58.9294118,4,287.6425466
4349,Pendulum #03716,Cozmo Black,28.299435,,2.33411,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,Aqua Mask Glitch,185.5185185,Skeleton Glitch,46.3796296,4,286.100345
4350,Pendulum #04618,Cozmo Aqua,29.6390533,,2.33411,Crescent Orange,119.2619048,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Highborn Moon,106.5744681,4,286.0257335
4351,Pendulum #04889,Cozmo Green,23.7393365,,2.33411,,2.2573231,Green,9.7641326,Layser Glitch,200.36,,2.4699211,,2.1921225,Grunt Glitch,35.7785714,4,285.79496620000003
4352,Pendulum #00620,White,41.057377,,2.33411,,2.2573231,White,9.1072727,,2.1778261,,2.4699211,Aqua Mask Red,100.18,Feather Burst,119.2619048,4,285.7451838
4353,Pendulum #03200,Cozmo White,37.380597,Knight Purple,178.8928571,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Blue,40.3951613,4,283.1443367
4354,Pendulum #03415,Aqua,10.772043,,2.33411,,92.7592593,Black,5.0698381,,2.1778261,Ronin Blue,125.225,,2.1921225,White,36.2971014,5,282.90618390000003
4355,Pendulum #01188,Purple,24.1980676,,2.33411,War Green,200.36,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,White,36.2971014,4,281.99843580000004
4356,Pendulum #02575,Pink,22.8721461,,2.33411,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,Bubble Yellow,151.7878788,Oracle Glitch,80.7903226,4,281.66744759999995
4357,Pendulum #01015,Pink,22.8721461,,2.33411,,2.2573231,Red,17.5754386,,2.1778261,,2.4699211,Astronomer Orange,122.1707317,Grunt Sun,102.2244898,4,280.98143550000003
4358,Pendulum #01483,Orange,25.1708543,Knight Pink,104.3541667,,2.2573231,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Shiny Redrum,122.1707317,4,280.9437173
4359,Pendulum #04845,Cozmo Pearl,41.7416667,,2.33411,Assassin Yellow,166.9666667,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Skeleton Glitch,46.3796296,4,280.9255243
4360,Pendulum #00583,Cozmo Black,28.299435,,2.33411,,2.2573231,Red,17.5754386,,2.1778261,,2.4699211,Derp Green,131.8157895,Highborn Red,86.362069,4,280.1913614
4361,Pendulum #01031,Yellow,29.2923977,,2.33411,Assassin Teal,178.8928571,Teal,18.9734848,,2.1778261,,2.4699211,,2.1921225,White,36.2971014,4,279.5292697
4362,Pendulum #01636,Cozmo Aqua,29.6390533,Phoenix Orange,161.5806452,,2.2573231,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Feather Black,58.9294118,4,279.3970749
4363,Pendulum #01546,Cozmo White,37.380597,,2.33411,,2.2573231,Red,17.5754386,Aether Blue,75.8939394,,2.4699211,,2.1921225,Vent Sunset,131.8157895,4,278.8186902
4364,Pendulum #00913,Green,17.3321799,,2.33411,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,Derp Green,131.8157895,Highborn Blue,102.2244898,4,277.5895593
4365,Pendulum #00594,Yellow,29.2923977,,2.33411,,2.2573231,White,9.1072727,,2.1778261,,2.4699211,Astronomer Orange,122.1707317,Highborn Sun,100.18,4,276.8890314
4366,Pendulum #02017,Red,17.0955631,,2.33411,,2.2573231,Teal,18.9734848,Holo Visor Blue,131.8157895,,2.4699211,,2.1921225,Pink,92.7592593,4,276.7970224
4367,Pendulum #01751,Cozmo Green,23.7393365,,2.33411,Angelic Blue,60.3493976,Blue,13.2513228,,2.1778261,,2.4699211,Samurai Glitch,86.362069,Grunt Blue,79.5079365,5,276.2708031
4368,Pendulum #01898,Aqua,10.772043,,2.33411,,2.2573231,Teal,18.9734848,Lightning Green,185.5185185,,2.4699211,,2.1921225,Black,44.3274336,4,275.7444056
4369,Pendulum #04311,Red,17.0955631,,2.33411,Sacred Ring Blue,156.53125,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Oracle Purple,80.7903226,4,275.5604025
4370,Pendulum #03070,Cozmo Purple,42.4491525,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Oracle Seer,200.36,3,274.73753480000005
4371,Pendulum #00782,Cozmo Pink,42.4491525,,2.33411,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,Assassin Pink,125.225,Oracle Purple,80.7903226,4,274.6815752
4372,Pendulum #02978,Teal,35.5248227,,2.33411,Aquatic Green,108.8913043,Red,17.5754386,,2.1778261,,2.4699211,,2.1921225,Grunt Sunset,96.3269231,4,274.3919174
4373,Pendulum #00815,Yellow,29.2923977,,2.33411,,2.2573231,Teal,18.9734848,Plugged Glitch,172.7241379,,2.4699211,,2.1921225,Burst Glitch,37.1037037,4,274.2466498
4374,Pendulum #02083,Red,17.0955631,,2.33411,Angel Blue,67.6891892,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Feather Knower,166.9666667,4,272.8946858
4375,Pendulum #04082,Gradient Sunset,32.9539474,,2.33411,Trinity Blue,122.1707317,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Seer,94.509434,4,272.7624714
4376,Pendulum #03969,Cozmo Yellow,28.6228571,,2.33411,Assassin Pink,100.18,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Skeleton Purple,122.1707317,4,272.1168556
4377,Pendulum #00173,Cozmo Yellow,28.6228571,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,Ancient Blue,143.1142857,,2.1921225,Red,78.265625,4,270.93343660000005
4378,Pendulum #03529,Cozmo Yellow,28.6228571,,2.33411,,2.2573231,Red,17.5754386,,2.1778261,,2.4699211,Samurai Red,172.7241379,Grunt Glitch,35.7785714,4,270.8396343
4379,Pendulum #00091,Aqua,10.772043,,2.33411,Aquatic Red,147.3235294,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Highborn Cream,89.4464286,4,270.67035930000003
4380,Pendulum #03901,White,41.057377,Aether Red,128.4358974,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Grunt Blue,79.5079365,4,270.06769080000004
4381,Pendulum #03670,Red,17.0955631,,2.33411,,2.2573231,Yellow,14.4768786,,2.1778261,Plugged Brown,185.5185185,,2.1921225,Burst Glitch,37.1037037,4,270.05549460000003
4382,Pendulum #03877,Red,17.0955631,,2.33411,Sorceress White,172.7241379,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Burst,56.9204545,4,269.8685138
4383,Pendulum #00748,Pink,22.8721461,Samurai Green,178.8928571,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Cream,41.057377,4,269.29810150000003
4384,Pendulum #04898,Purple,24.1980676,,2.33411,Angel Glitch,143.1142857,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Brown,80.7903226,4,269.2459427
4385,Pendulum #00613,Cozmo Pearl,41.7416667,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,Moon Sherpa Blue,147.3235294,,2.1921225,Feather Black,58.9294118,4,268.92527670000004
4386,Pendulum #00627,Gradient Pearl,31.30625,,2.33411,Aquatic Purple,79.5079365,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Vent Sunset,131.8157895,4,268.7818755
4387,Pendulum #03438,Gradient Forrest,37.1037037,,2.33411,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Oracle Seer,200.36,3,268.6771391
4388,Pendulum #00111,Cozmo Red,43.9385965,Plugged Pink,151.7878788,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Skeleton Glitch,46.3796296,4,268.5818262
4389,Pendulum #01259,Black,28.7873563,,2.33411,Roger Green,172.7241379,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Burst Glitch,37.1037037,4,267.9399494
4390,Pendulum #00853,Cozmo Black,28.299435,,2.33411,,2.2573231,Black,5.0698381,Holo Visor Blue,131.8157895,,2.4699211,,2.1921225,Feather Glitch,86.362069,4,267.7000573
4391,Pendulum #04511,Pink,22.8721461,,2.33411,,2.2573231,Red,17.5754386,Derp Green,131.8157895,,2.4699211,,2.1921225,Red,78.265625,4,266.6819249
4392,Pendulum #04864,Cozmo Yellow,28.6228571,,2.33411,Crescent Orange,119.2619048,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Highborn Cream,89.4464286,4,266.65594200000004
4393,Pendulum #01364,Teal,35.5248227,,2.33411,Muffs Blue,147.3235294,Red,17.5754386,,2.1778261,,2.4699211,,2.1921225,Vent Glitch,50.09,4,266.5872194
4394,Pendulum #02255,Aqua,10.772043,,2.33411,,2.2573231,White,9.1072727,,2.1778261,Aether Red,128.4358974,,2.1921225,Grunt Sun,102.2244898,4,266.4005336
4395,Pendulum #02637,Cozmo Green,23.7393365,,2.33411,,2.2573231,Red,17.5754386,Derp Green,131.8157895,,2.4699211,,2.1921225,Sun,77.0615385,4,266.34502879999997
4396,Pendulum #03045,Cozmo Green,23.7393365,,2.33411,Assassin Pink,100.18,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Knower,119.2619048,4,266.3095996
4397,Pendulum #00208,Pink,22.8721461,,2.33411,Angelic Red,84.8983051,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Vent Sunset,131.8157895,4,265.7381402
4398,Pendulum #00877,Cozmo Green,23.7393365,,2.33411,Crescent White,116.4883721,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Grunt Sun,102.2244898,4,265.58055670000005
4399,Pendulum #01598,Red,17.0955631,,2.33411,,2.2573231,Purple,10.0784708,Holo Visor Green,185.5185185,,2.4699211,,2.1921225,White,36.2971014,4,265.1425795
4400,Pendulum #00369,Gradient Forrest,37.1037037,,2.33411,Aquatic Purple,79.5079365,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Vent White,125.225,4,264.9649985
4401,Pendulum #02396,Aqua,10.772043,Assassin Pink,147.3235294,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Brown,80.7903226,4,264.64666940000006
4402,Pendulum #03445,Cozmo White,37.380597,,2.33411,Muffs Glitch,143.1142857,Red,17.5754386,,2.1778261,,2.4699211,,2.1921225,Vent Glitch,50.09,4,264.23375
4403,Pendulum #04794,Black,28.7873563,,2.33411,Mist Purple,131.8157895,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Sun,77.0615385,4,264.2171925
4404,Pendulum #04695,Yellow,29.2923977,,2.33411,,2.2573231,Blue,13.2513228,Astronomer Orange,128.4358974,,2.4699211,,2.1921225,Sun,77.0615385,4,264.1940821
4405,Pendulum #02693,Blue,23.5164319,,2.33411,,2.2573231,White,9.1072727,,2.1778261,,2.4699211,Bandit Teal,178.8928571,White,36.2971014,4,263.95229240000003
4406,Pendulum #00810,Gradient Sunset,32.9539474,Tesla Red,161.5806452,,2.2573231,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Black,44.3274336,4,261.9135976
4407,Pendulum #04009,Red,17.0955631,,2.33411,,2.2573231,White,9.1072727,Neon Visor Glitch,128.4358974,,2.4699211,,2.1921225,Oracle Cream,91.0727273,4,261.86438619999996
4408,Pendulum #02751,Gradient Pearl,31.30625,,2.33411,Trinity Green,119.2619048,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Oracle Blue,89.4464286,4,261.15785020000004
4409,Pendulum #01580,Pink,22.8721461,,2.33411,Mist Green,143.1142857,Red,17.5754386,,2.1778261,,2.4699211,,2.1921225,Green,61.0853659,4,260.720665
4410,Pendulum #02332,Aqua,10.772043,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,Ancient Orange,192.6538462,,2.1921225,White,36.2971014,4,260.6536594
4411,Pendulum #04142,Cozmo Forrest,30.5426829,,2.33411,,2.2573231,Red,17.5754386,Aether Purple,119.2619048,,2.4699211,,2.1921225,Sun,77.0615385,4,260.5944905
4412,Pendulum #03256,Cozmo White,37.380597,,2.33411,,2.2573231,Pink,10.4790795,Holo Visor Glitch,77.0615385,,2.4699211,,2.1921225,Knower,119.2619048,4,260.3360455
4413,Pendulum #01226,Blue,23.5164319,,2.33411,Angelic Red,84.8983051,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Shiny Green,128.4358974,4,259.9789927
4414,Pendulum #01709,Aqua,10.772043,Knight Blue,122.1707317,,2.2573231,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Highborn Black,96.3269231,4,259.7432182
4415,Pendulum #01619,Teal,35.5248227,,2.33411,Trinity Green,119.2619048,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Feather Blue,78.265625,4,259.6048607
4416,Pendulum #03282,Gradient Sunset,32.9539474,,2.33411,,2.2573231,Blue,13.2513228,,2.1778261,Unicorn Yellow,161.5806452,,2.1921225,Grunt Glitch,35.7785714,4,259.4253175
4417,Pendulum #03931,Cozmo Green,23.7393365,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,Derp Pink,178.8928571,,2.1921225,Grunt Glitch,35.7785714,4,259.3414338
4418,Pendulum #02275,Cozmo Pearl,41.7416667,Aether Red,128.4358974,,2.2573231,Red,17.5754386,,2.1778261,,2.4699211,,2.1921225,Sun Glitch,54.4456522,4,258.1952967
4419,Pendulum #02430,Cozmo Yellow,28.6228571,,2.33411,,2.2573231,Orange,7.0549296,Awaken Red,161.5806452,,2.4699211,,2.1921225,Black,44.3274336,4,257.7387912
4420,Pendulum #00226,Aqua,10.772043,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,Aether Purple,143.1142857,,2.1921225,Sun,77.0615385,4,257.28777740000004
4421,Pendulum #04869,Orange,25.1708543,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,Aqua Mask Purple,151.7878788,Feather Black,58.9294118,4,257.09661229999995
4422,Pendulum #03170,Gradient Pearl,31.30625,Aether Purple,143.1142857,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Green,61.0853659,4,256.5723815
4423,Pendulum #03856,Cozmo Aqua,29.6390533,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Oracle Seer,200.36,3,256.51819420000004
4424,Pendulum #00562,Pink,22.8721461,,2.33411,Muffs Glitch,143.1142857,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Green,61.0853659,4,256.3965492
4425,Pendulum #02617,Purple,24.1980676,,2.33411,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,,2.1921225,Oracle Seer,200.36,3,256.0858412
4426,Pendulum #01632,Cozmo Pearl,41.7416667,,2.33411,Muffs Blue,147.3235294,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Cream,41.057377,4,255.96013440000004
4427,Pendulum #03432,Gradient Forrest,37.1037037,,2.33411,Crescent Orange,119.2619048,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Grunt Black,73.6617647,4,255.8649345
4428,Pendulum #02819,Cozmo Pink,42.4491525,,2.33411,,2.2573231,White,9.1072727,,2.1778261,Moon Sherpa Blue,147.3235294,,2.1921225,Cream,41.057377,4,255.79816230000003
4429,Pendulum #04634,Orange,25.1708543,,2.33411,Aquatic Purple,79.5079365,Red,17.5754386,,2.1778261,,2.4699211,,2.1921225,Grunt White,116.4883721,4,254.8160302
4430,Pendulum #03592,White,41.057377,,2.33411,,2.2573231,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Skeleton Candy,178.8928571,3,254.65085969999998
4431,Pendulum #04179,Cozmo Teal,32.1089744,,2.33411,,2.2573231,White,9.1072727,,2.1778261,Aether Green,143.1142857,,2.1921225,Sun Glitch,54.4456522,4,254.6370157
4432,Pendulum #05004,Cozmo Sunset,41.3966942,,2.33411,Angel Blue,67.6891892,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Skeleton White,122.1707317,4,254.3849734
4433,Pendulum #01938,Cozmo Teal,32.1089744,Astronomer Orange,106.5744681,,2.2573231,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Highborn Red,86.362069,4,254.29347610000002
4434,Pendulum #02182,Purple,24.1980676,Astronomer Orange,106.5744681,,2.2573231,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Moon,98.2156863,4,252.0397934
4435,Pendulum #04298,Cozmo Blue,28.4602273,,2.33411,Trinity Blue,122.1707317,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Feather Blue,78.265625,4,252.02494230000002
4436,Pendulum #04306,Aqua,10.772043,Knight Brown,156.53125,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Feather Black,58.9294118,4,251.99347920000002
4437,Pendulum #01109,Cozmo Teal,32.1089744,,2.33411,,2.2573231,Pink,10.4790795,Holodrape Teal,156.53125,,2.4699211,,2.1921225,White,36.2971014,4,251.569331
4438,Pendulum #04844,Cozmo Green,23.7393365,,2.33411,,2.2573231,White,9.1072727,Aether Purple,119.2619048,,2.4699211,,2.1921225,Highborn Green,82.1147541,4,250.3761938
4439,Pendulum #01154,Cozmo Aqua,29.6390533,Aether Yellow,135.3783784,,2.2573231,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Green,61.0853659,4,249.15436900000003
4440,Pendulum #04356,Aqua,10.772043,,2.33411,Trinity Blue,122.1707317,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Oracle Black,94.509434,4,248.59547550000002
4441,Pendulum #03081,Pink,22.8721461,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,Unicorn Yellow,161.5806452,,2.1921225,Blue,40.3951613,4,247.76371290000003
4442,Pendulum #04527,Red,17.0955631,,2.33411,Derp Green,143.1142857,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Green,61.0853659,4,247.13277600000004
4443,Pendulum #01143,Cozmo Black,28.299435,,2.33411,,2.2573231,Purple,10.0784708,,2.1778261,,2.4699211,Holodrape Bronze,156.53125,Grunt Glitch,35.7785714,4,246.8263565
4444,Pendulum #04828,Cozmo Black,28.299435,,2.33411,,2.2573231,Orange,7.0549296,,2.1778261,Moon Sherpa Blue,147.3235294,,2.1921225,Purple,48.1634615,4,246.70218620000003
4445,Pendulum #00278,Aqua,10.772043,,2.33411,Sacred Ring Green,131.8157895,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Brown,80.7903226,4,246.50651340000002
4446,Pendulum #01825,Cozmo Blue,28.4602273,Aether Blue,66.7866667,,2.2573231,Red,17.5754386,,2.1778261,,2.4699211,,2.1921225,Grunt White,116.4883721,4,245.3073465
4447,Pendulum #04558,Gradient Sunset,32.9539474,,2.33411,Angel Blue,67.6891892,White,9.1072727,,2.1778261,,2.4699211,,2.1921225,Knower,119.2619048,4,245.0857428
4448,Pendulum #00017,Cozmo Pearl,41.7416667,,2.33411,Mist Green,143.1142857,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Grunt Glitch,35.7785714,4,243.76288210000004
4449,Pendulum #04757,Red,17.0955631,,2.33411,Crescent Orange,119.2619048,White,9.1072727,,2.1778261,,2.4699211,,2.1921225,Highborn Green,82.1147541,4,243.65292340000002
4450,Pendulum #02974,Black,28.7873563,,2.33411,,2.2573231,Purple,10.0784708,,2.1778261,Unicorn Glitch,147.3235294,,2.1921225,Blue,40.3951613,4,242.44534850000002
4451,Pendulum #03481,Pink,22.8721461,,2.33411,Angel Blue,67.6891892,Blue,13.2513228,,2.1778261,,2.4699211,,2.1921225,Shiny Redrum,122.1707317,4,242.05681850000002
4452,Pendulum #03996,Blue,23.5164319,,2.33411,,2.2573231,White,9.1072727,,2.1778261,Wizard Glitch,143.1142857,,2.1921225,Vent Glitch,50.09,4,241.68882100000002
4453,Pendulum #03963,Cozmo Pink,42.4491525,,2.33411,,2.2573231,Pink,10.4790795,,2.1778261,,2.4699211,,2.1921225,Feather Knower,166.9666667,3,241.34420149999997
4454,Pendulum #04152,Cozmo Orange,43.1810345,,2.33411,,2.2573231,Teal,18.9734848,,2.1778261,,2.4699211,,2.1921225,Feather Seer,156.53125,3,240.1350721
4455,Pendulum #03479,Gradient Forrest,37.1037037,,2.33411,,2.2573231,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Feather Knower,166.9666667,3,239.9965518
4456,Pendulum #04590,Cozmo Aqua,29.6390533,,2.33411,,2.2573231,White,9.1072727,,2.1778261,,2.4699211,,2.1921225,Skeleton Candy,178.8928571,3,239.0884859
4457,Pendulum #00261,Cozmo White,37.380597,,2.33411,,2.2573231,Green,9.7641326,Aether Yellow,135.3783784,,2.4699211,,2.1921225,Blue,40.3951613,4,239.071195
4458,Pendulum #03770,Cozmo White,37.380597,,2.33411,Crescent Purple,143.1142857,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Grunt Glitch,35.7785714,4,237.41672090000003
4459,Pendulum #00150,Blue,23.5164319,,2.33411,Angelic Purple,122.1707317,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Green,61.0853659,4,237.3228368
4460,Pendulum #04162,Cozmo Aqua,29.6390533,,2.33411,Aquatic Purple,79.5079365,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Grunt Sun,102.2244898,4,237.2090409
4461,Pendulum #04672,Blue,23.5164319,,2.33411,,2.2573231,White,9.1072727,,2.1778261,Unicorn Glitch,147.3235294,,2.1921225,Cream,41.057377,4,236.86544170000002
4462,Pendulum #00824,Cozmo Red,43.9385965,,2.33411,Angelic Red,84.8983051,Yellow,14.4768786,,2.1778261,,2.4699211,,2.1921225,Sun,77.0615385,4,236.4487474
4463,Pendulum #02395,Blue,23.5164319,,2.33411,Assassin Orange,111.3111111,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Feather Blue,78.265625,4,236.22152630000002
4464,Pendulum #02102,Gradient Sunset,32.9539474,,2.33411,Angelic Blue,60.3493976,Blue,13.2513228,,2.1778261,,2.4699211,Aether Blue,79.5079365,White,36.2971014,5,235.4204464
4465,Pendulum #03786,Cozmo Purple,42.4491525,,2.33411,,2.2573231,Teal,18.9734848,,2.1778261,,2.4699211,,2.1921225,Shiny Sunset,151.7878788,3,234.65981889999998
4466,Pendulum #02214,Cozmo Pink,42.4491525,,2.33411,,2.2573231,Teal,18.9734848,,2.1778261,,2.4699211,,2.1921225,Skeleton Bronze,151.7878788,3,234.65981889999998
4467,Pendulum #04799,Gradient Pearl,31.30625,,2.33411,Angel Glitch,143.1142857,Orange,7.0549296,,2.1778261,,2.4699211,,2.1921225,Burst Glitch,37.1037037,4,234.65259770000006
4468,Pendulum #01254,Cozmo Yellow,28.6228571,,2.33411,Angel Purple,84.8983051,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Seer,94.509434,4,233.86815750000002
4469,Pendulum #02966,Red,17.0955631,,2.33411,,2.2573231,Green,9.7641326,,2.1778261,,2.4699211,,2.1921225,Shiny Polarized,185.5185185,3,233.827517
4470,Pendulum #01964,Cozmo Black,28.299435,,2.33411,,2.2573231,Black,5.0698381,,2.1778261,,2.4699211,,2.1921225,Skeleton Candy,178.8928571,3,233.71143299999997
